72335005	C0335012	profesor para hipoacúsicos
24627001	C0335013	profesor para individuos con deficiencia mental
24627001	C0335013	profesor para retardados mentales
86577002	C0335014	otro docente de educación especial
86577002	C0335014	otros profesores de educación especial
19461008	C0335016	consejero en metodología educativa
19461008	C0335016	pedagogo
36353008	C0335017	especialista en asistencia audiovisual y otros métodos pedagógicos
80407007	C0335018	rector
80407007	C0335018	director
88060001	C0335019	inspector de escuela
86607006	C0335020	otro docente
265934007	C0335020	otro maestro
86607006	C0335020	otros profesores
106310008	C0335021	religioso
106311007	C0335022	ministro religioso Y/O miembro de una orden religiosa
53564008	C0335023	clero ordenado
48639005	C0335024	ministro ordenado
14613005	C0335026	rabino ordenado
14613005	C0335026	rabí ordenado
64220005	C0335027	religioso (miembro de una orden religiosa)
83047009	C0335028	otros ministros religiosos y miembros de órdenes religiosas
54503009	C0335030	curandero
88586003	C0335031	otro trabajador religioso
88586003	C0335031	otros religiosos
106313005	C0335033	autor Y/O crítico
79065008	C0335034	crítico
29699008	C0335036	editor, diarios y periódicos
79246007	C0335037	subeditor, diarios y periódicos
51764002	C0335038	reportero
33596005	C0335039	periodista de radio y televisión
44778006	C0335040	libretista y guionista
77320002	C0335041	editor de libros
47667004	C0335042	redactor publicitario
47667004	C0335042	redactor de anuncios publicitarios
39255004	C0335043	agente de relaciones públicas
67790005	C0335044	escritor publicitario
89007006	C0335045	escritor técnico
65321001	C0335046	otros autores, periodistas y escritores afines
106314004	C0335047	escultor, pintor, fotógrafo Y/O artista creativo afín
106315003	C0335048	escultor, pintor Y/O artista afín
22576003	C0335049	escultor
35521006	C0335050	pintor, artista
44030001	C0335051	caricaturista
39793005	C0335052	grabador y aguafuertista (artístico)
8772005	C0335053	restaurador de pinturas
30860004	C0335054	otros escultores, pintores y artistas afines
106316002	C0335055	artista Y/O diseñador comercial
106316002	C0335055	artista y/o diseñador publicitario
42439007	C0335056	artista comercial
42439007	C0335056	artista publicitario
35861003	C0335057	diseñador de decoración de interiores
35861003	C0335057	decorador de interiores
75438002	C0335058	diseñador de productos industriales y comerciales
18376005	C0335059	artista que realiza exposiciones
68804004	C0335060	otro artista y diseñador comercial
68804004	C0335060	otros artistas y diseñadores comerciales
106317006	C0335061	fotógrafo Y/O camarógrafo
136284006	C0335061	fotógrafo/camarógrafo
265947002	C0335061	fotógrafo/operador de cámara
265947002	C0335061	fotógrafos/operadores de cámara
136284006	C0335061	Photographer/cameraman NOS
61393003	C0335062	fotógrafo, general
40963001	C0335063	fotógrafo de retratos
20758001	C0335064	fotógrafo, ilustrador comercial
25020005	C0335065	fotógrafo de noticias
728008	C0335066	director de fotografía (películas cinematográficas)
85319001	C0335067	operador de cámara de películas cinematográficas
22425003	C0335068	operador de cámara de televisión
159097008	C0335068	camarógrafo de televisión
55141004	C0335069	otros fotógrafos y camarógrafos
106318001	C0335070	compositor Y/O músico
106319009	C0335071	compositor, músico Y/O cantante
4270006	C0335072	compositor
4270006	C0335072	compositor - músico
136264007	C0335072	compositor musical
136264007	C0335072	Musical composer NOS
85165008	C0335073	instrumentista (en una orquesta)
55404006	C0335074	director de banda y orquesta
3022003	C0335075	instrumentista (música)
14831008	C0335076	cantante
83958002	C0335077	director de grupo vocal
106320003	C0335079	coreógrafo Y/O bailarín
55057002	C0335080	coreógrafo
45050008	C0335081	bailarín
106321004	C0335082	actor o director de escena
106321004	C0335082	actor Y/O director de escena
12919008	C0335083	actor
3550009	C0335084	director de escena
17050002	C0335085	director de cine, radio y televisión
23452000	C0335086	narrador
23452000	C0335086	cuentista
69860003	C0335087	otro actor y director de escena
69860003	C0335087	otros actores y directores de escena
106322006	C0335088	productor, género artístico
79277009	C0335089	productor de teatro
79277009	C0335089	productor de obras de teatro
64752009	C0335090	productor de cine
55194008	C0335091	productor de radio y televisión
37187004	C0335092	otro productor, género artístico
37187004	C0335092	otros productores, género artístico
106323001	C0335093	artista de circo
59891006	C0335094	payaso
26662009	C0335095	mago
82173007	C0335096	acróbata
78673007	C0335097	equilibrista
8283000	C0335098	otro artista de circo
8283000	C0335098	otros artistas de circo
78705009	C0335100	locutor de radio y televisión
78705009	C0335100	anunciador de radio y televisión
10721000	C0335101	conductor
37105005	C0335102	otro artista
37105005	C0335102	otros artistas
106325008	C0335103	atleta, deportista Y/O trabajador afín
21407008	C0335104	deportista profesional
87448007	C0335105	entrenador deportivo
22368001	C0335106	director deportivo
40677000	C0335107	entrenador físico
78364008	C0335108	otros atletas, deportistas y trabajadores afines
106326009	C0335110	bibliotecario, archivista Y/O conservador de libros
48943007	C0335111	archivista
25482009	C0335112	curador de galería de arte o museo
25482009	C0335112	conservador de galerías de arte y museos
81281002	C0335113	otro bibliotecario, archivista y curador
81281002	C0335113	otros bibliotecarios, archivistas y conservadores
106327000	C0335114	sociólogo, antropólogo Y/O científico afín
78826004	C0335115	historiador
6843007	C0335116	científico político
5959003	C0335117	otros sociólogos, antropólogos y científicos afines
